COLLNUM,Taxon.Name,CATNUM,PRESTYPE,STATUS,ORIGLOCAL,Locality.Selector,LocalityQualifier,ISGPPROV,COLLECTOR,DATECOLL1,gps,elevation,country,province,locality,site,lat,lon,gps_raw,A or B?
FK 15715,Oreophryne penelopeia,38995,alcoholic,installed July 2017,"Binigua (Camp 1) [ = Papua New Guinea: Milne Bay Prov., 9.70712°S, 149.24985°E, 900m] = from F Kraus field catalogue",Binigua {Papua New Guinea: Milne Bay Prov.: Binigua    :    900 m    :    9.70712ºS  149.24985ºE.},,Milne Bay Prov.,F Kraus,04 Apr 2011,"-9.70712, 149.24985",900 m,Papua New Guinea,Milne Bay Prov.,Binigua    ,Binigua,-9.70712,149.24985,9.70712ºS 149.24985ºE,
FK 14758,Oreophryne phoebe,39508,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,12 Oct 2010,", ",,,,,,NA,NA,,
FK 14759,Oreophryne phoebe,39509,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,12 Oct 2010,", ",,,,,,NA,NA,,
FK 14760,Oreophryne phoebe,39510,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,12 Oct 2010,", ",,,,,,NA,NA,,
FK 14763,Oreophryne phoebe,39511,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,12 Oct 2010,", ",,,,,,NA,NA,,
FK 14764,Oreophryne phoebe,39512,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,12 Oct 2010,", ",,,,,,NA,NA,,
FK 14765,Oreophryne phoebe,39513,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,12 Oct 2010,", ",,,,,,NA,NA,,
FK 14779,Oreophryne phoebe,39514,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,13 Oct 2010,", ",,,,,,NA,NA,,
FK 14780,Oreophryne phoebe,39515,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,13 Oct 2010,", ",,,,,,NA,NA,,
FK 14781,Oreophryne phoebe,39516,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,13 Oct 2010,", ",,,,,,NA,NA,,
FK 14839,Oreophryne phoebe,39517,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,16 Oct 2010,", ",,,,,,NA,NA,,
FK 14840,Oreophryne phoebe,39518,alcoholic,"installed, Oct 2020","Point 22 (= Papua New Guinea, Milne Bay Prov., Woodlark Island, 9.12165° S, 152.74862° E, 67 m) = from F Kraus field catalogue",,,,F Kraus,16 Oct 2010,", ",,,,,,NA,NA,,
,Oreophryne terrestris,24690,alcoholic,"installed, Dec 2006",Dokfuma = from AMS database,"Dokfuma, S of Mt. Capella, Star Mtns {Papua New Guinea: West Sepik Prov.: Dokfuma, S of Mt. Capella, Star Mtns    :    5.01667ºS [-5.01667]  144.1ºE [144.1].}",,West Sepik Prov.,"S J Richards, G R Johnston",16 Nov 1991,"-5.01667, 144.1","Dokfuma, S of Mt. Capella, Star Mtns",Papua New Guinea,West Sepik Prov.,"Dokfuma, S of Mt. Capella, Star Mtns    ","Dokfuma, S of Mt. Capella, Star Mtns",-5.01667,144.1,5.01667ºS 144.1ºE ,
,Oreophryne terrestris,24693,alcoholic,"installed, Dec 2006","Dokfuma, S of Mt. Capella, Star Mtns, West Sepik Province; lat -5.01667°, long 144.1° = from AMS database","Dokfuma, S of Mt. Capella, Star Mtns {Papua New Guinea: West Sepik Prov.: Dokfuma, S of Mt. Capella, Star Mtns    :    5.01667ºS [-5.01667]  144.1ºE [144.1].}",,West Sepik Prov.,H G Cogger,03 Apr 1987,"-5.01667, 144.1","Dokfuma, S of Mt. Capella, Star Mtns",Papua New Guinea,West Sepik Prov.,"Dokfuma, S of Mt. Capella, Star Mtns    ","Dokfuma, S of Mt. Capella, Star Mtns",-5.01667,144.1,5.01667ºS 144.1ºE ,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
--,Oreophryne (Genus of Microhylidae),1169,alcoholic,installed,"""West New Guinea, Bomberi""",Bomberai {Indonesia: Papua [= Irian Jaya]: Fakfak Div.: Bomberai    :    2.766ºS  132.788ºE.},,Papua [= Irian Jaya],prob. J L Gressitt,06 Jun 1959,"-2.766, 132.788",Bomberai,Indonesia,Papua [= Irian Jaya],Fakfak Div.,Bomberai,-2.766,132.788,2.766ºS 132.788ºE,
--,Oreophryne (Genus of Microhylidae),1170,alcoholic,"out on loan to Zweifel,BP-1203","""West New Guinea, Nabire""",Nabire {Indonesia: Papua [= Irian Jaya]: Paniai Div.: Nabire    :    3.367ºS  135.483ºE.},,Papua [= Irian Jaya],N Wilson,11 Oct 1962,"-3.367, 135.483",Nabire,Indonesia,Papua [= Irian Jaya],Paniai Div.,Nabire,-3.367,135.483,3.367ºS 135.483ºE,
--,Oreophryne (Genus of Microhylidae),1172,alcoholic,installed,"""Terr. New Guinea, Karimui, 1000 m."" = from Herpetology book catalog",Karimui {Papua New Guinea: Chimbu Prov.: Karimui    :    1000 m    :    6.49865193ºS  144.83223944ºE.},,Chimbu Prov.,J L & M Gressitt,06 Jun 1961,"-6.49865193, 144.83223944",1000 m,Papua New Guinea,Chimbu Prov.,Karimui    ,Karimui,-6.49865193,144.8322394,6.49865193ºS 144.83223944ºE,
--,Oreophryne (Genus of Microhylidae),1173,alcoholic,installed,"""Terr. New Guinea, Karimui, 1000 m."" = from Herpetology book catalog",Karimui {Papua New Guinea: Chimbu Prov.: Karimui    :    1000 m    :    6.49865193ºS  144.83223944ºE.},,Chimbu Prov.,J L & M Gressitt,06 Jun 1961,"-6.49865193, 144.83223944",1000 m,Papua New Guinea,Chimbu Prov.,Karimui    ,Karimui,-6.49865193,144.8322394,6.49865193ºS 144.83223944ºE,
--,Oreophryne (Genus of Microhylidae),1174,alcoholic,installed,"""Terr. New Guinea, Karimui, 1000 m."" = from Herpetology book catalog",Karimui {Papua New Guinea: Chimbu Prov.: Karimui    :    1000 m    :    6.49865193ºS  144.83223944ºE.},,Chimbu Prov.,J L & M Gressitt,06 Jun 1961,"-6.49865193, 144.83223944",1000 m,Papua New Guinea,Chimbu Prov.,Karimui    ,Karimui,-6.49865193,144.8322394,6.49865193ºS 144.83223944ºE,
--,Oreophryne (Genus of Microhylidae),1175,alcoholic,installed,"""Terr. New Guinea, Karimui, 1000 m."" = from Herpetology book catalog",Karimui {Papua New Guinea: Chimbu Prov.: Karimui    :    1000 m    :    6.49865193ºS  144.83223944ºE.},,Chimbu Prov.,J L & M Gressitt,06 Jun 1961,"-6.49865193, 144.83223944",1000 m,Papua New Guinea,Chimbu Prov.,Karimui    ,Karimui,-6.49865193,144.8322394,6.49865193ºS 144.83223944ºE,
--,Oreophryne (Genus of Microhylidae),1176,alcoholic,installed,"""Neth. New Guinea, Nabire, 5m = from Herpetology Book Catalog",Nabire {Indonesia: Papua [= Irian Jaya]: Paniai Div.: Nabire    :    5 m    :    3.367ºS  135.483ºE.},,Papua [= Irian Jaya],J L Gressitt,04 Jul 1962,"-3.367, 135.483",5 m,Indonesia,Papua [= Irian Jaya],Paniai Div.,Nabire,-3.367,135.483,3.367ºS 135.483ºE,
--,Oreophryne (Genus of Microhylidae),1177,alcoholic,installed,"""Terr. New Guinea, Salawaket Range, Baindep, 1260 m."" = from Herpetology book catalog","Baindep, Sarawaget Range {Papua New Guinea: Morobe Prov.: Baindep, Sarawaget Range    :    1260 m.}",,Morobe Prov.,"E J Ford, Jr",16 Sep 1956,"1260, m","Baindep, Sarawaget Range",Papua New Guinea,Morobe Prov.,"Baindep, Sarawaget Range    ","Baindep, Sarawaget Range",1260,NA,1260 m,
--,Oreophryne (Genus of Microhylidae),1180,alcoholic,installed,"""Terr. New Guinea, Adelbert Mtns., Wanuma, 1000 m."" = from Herpetology book catalog","Wanuma, Adelbert Mtns. {Papua New Guinea: Madang Prov.: Wanuma, Adelbert Mtns.    :    1000 m    :    4.89809409ºS  145.31915001ºE.}",,Madang Prov.,J L Gressitt,24 Oct. 1958,"-4.89809409, 145.31915001",1000 m,Papua New Guinea,Madang Prov.,"Wanuma, Adelbert Mtns.    ","Wanuma, Adelbert Mtns.",-4.89809409,145.31915,4.89809409ºS 145.31915001ºE,
--,Oreophryne (Genus of Microhylidae),1181,alcoholic,installed,"""Terr. New Guinea, Adelbert Mtns., Wanuma, 1000 m."" = from Herpetology book catalog","Wanuma, Adelbert Mtns. {Papua New Guinea: Madang Prov.: Wanuma, Adelbert Mtns.    :    1000 m    :    4.89809409ºS  145.31915001ºE.}",,Madang Prov.,J L Gressitt,24 Oct 1958,"-4.89809409, 145.31915001",1000 m,Papua New Guinea,Madang Prov.,"Wanuma, Adelbert Mtns.    ","Wanuma, Adelbert Mtns.",-4.89809409,145.31915,4.89809409ºS 145.31915001ºE,
--,Oreophryne (Genus of Microhylidae),1221,alcoholic,installed,"New Britain, Ti, Nakanai Mts. = from Herpetology book catalog",,,,"E J Ford, Jr",29 Jul 1956,", ",,,,,,NA,NA,,
--,Oreophryne (Genus of Microhylidae),3021,alcoholic,"installed, Jul 2004","Neth. New Guinea, Japen I., 5 km NE Sumberbaba, Dawi R. area, el 15 ft.","Japen Island, Dawai River area, 5 km NE Sumberbaba {Indonesia: Papua [= Irian Jaya]: Yapen Waropen Div.: Japen Island, Dawai River area, 5 km NE Sumberbaba    :    15 ft    :    1.78785ºS  136.78853ºE.}",,Papua [= Irian Jaya],N Wilson,22 Oct 1962,"-1.78785, 136.78853",15 ft,Indonesia,Papua [= Irian Jaya],Yapen Waropen Div.,"Japen Island, Dawai River area, 5 km NE Sumberbaba",-1.78785,136.78853,1.78785ºS 136.78853ºE,
--,Oreophryne (Genus of Microhylidae),3022,alcoholic,"installed, Jul 2004","Neth. New Guinea, Japen I., 5 km NE Sumberbaba, Dawi R. area, el 15 ft.","Japen Island, Dawai River area, 5 km NE Sumberbaba {Indonesia: Papua [= Irian Jaya]: Yapen Waropen Div.: Japen Island, Dawai River area, 5 km NE Sumberbaba    :    15 ft    :    1.78785ºS  136.78853ºE.}",,Papua [= Irian Jaya],N Wilson,22 Oct 1962,"-1.78785, 136.78853",15 ft,Indonesia,Papua [= Irian Jaya],Yapen Waropen Div.,"Japen Island, Dawai River area, 5 km NE Sumberbaba",-1.78785,136.78853,1.78785ºS 136.78853ºE,
--,Oreophryne (Genus of Microhylidae),3023,alcoholic,"installed, Jul 2004","Neth. New Guinea, Japen I., 5 km NE Sumberbaba, Dawai R. area, el 15 ft.","Japen Island, Dawai River area, 5 km NE Sumberbaba {Indonesia: Papua [= Irian Jaya]: Yapen Waropen Div.: Japen Island, Dawai River area, 5 km NE Sumberbaba    :    15 ft    :    1.78785ºS  136.78853ºE.}",,Papua [= Irian Jaya],N Wilson,22 Oct 1962,"-1.78785, 136.78853",15 ft,Indonesia,Papua [= Irian Jaya],Yapen Waropen Div.,"Japen Island, Dawai River area, 5 km NE Sumberbaba",-1.78785,136.78853,1.78785ºS 136.78853ºE,
--,Oreophryne (Genus of Microhylidae),3024,alcoholic,"installed, Jul 2004","Neth. New Guinea, Japen I., 5 km NE Sumberbaba, Dawai R. area, el 15 ft.","Japen Island, Dawai River area, 5 km NE Sumberbaba {Indonesia: Papua [= Irian Jaya]: Yapen Waropen Div.: Japen Island, Dawai River area, 5 km NE Sumberbaba    :    15 ft    :    1.78785ºS  136.78853ºE.}",,Papua [= Irian Jaya],N Wilson,22 Oct 1962,"-1.78785, 136.78853",15 ft,Indonesia,Papua [= Irian Jaya],Yapen Waropen Div.,"Japen Island, Dawai River area, 5 km NE Sumberbaba",-1.78785,136.78853,1.78785ºS 136.78853ºE,
--,Oreophryne (Genus of Microhylidae),3025,alcoholic,"installed, Jul 2004","Neth. New Guinea, Japen I., 5 km NE Sumberbaba, Dawai R.","Japen Island, Dawai River, 5 km NE Sumberbaba {Indonesia: Papua [= Irian Jaya]: Yapen Waropen Div.: Japen Island, Dawai River, 5 km NE Sumberbaba    :    1.78785ºS  136.78853ºE.}",,Papua [= Irian Jaya],N Wilson,26 Oct 1962,"-1.78785, 136.78853","Japen Island, Dawai River, 5 km NE Sumberbaba",Indonesia,Papua [= Irian Jaya],Yapen Waropen Div.,"Japen Island, Dawai River, 5 km NE Sumberbaba",-1.78785,136.78853,1.78785ºS 136.78853ºE,
--,Oreophryne (Genus of Microhylidae),4178,alcoholic,installed,"Lake Louise, NW of Telefomin",,,,A B Mirza,14 Feb 1970,", ",,,,,,NA,NA,,
--,Oreophryne (Genus of Microhylidae),4179,alcoholic,installed,"Lake Louise, NW of Telefomin",,,,A B Mirza,14 Feb 1970,", ",,,,,,NA,NA,,
--,Oreophryne (Genus of Microhylidae),4180,alcoholic,installed,Star Mountains,,,,A B Mirza,05 Mar 1970,", ",,,,,,NA,NA,,
--,Oreophryne (Genus of Microhylidae),4185,alcoholic,installed,NE of Telefomin,,,,A B Mirza,02 Feb 1970,", ",,,,,,NA,NA,,
JRH 3527,Oreophryne (Genus of Microhylidae),6189,alcoholic,"installed, Dec 2004","New Guinea, between Kugapa and Dasiga = JRH catalog.",between Kugapa and Dasiga {Indonesia: Papua [= Irian Jaya]: Paniai Div.: between Kugapa and Dasiga.},,Papua [= Irian Jaya],E J Brody,11 Apr 1959,", between Kugapa and Dasiga",Paniai Div.,Indonesia,Papua [= Irian Jaya],Paniai Div.,between Kugapa and Dasiga,NA,NA,between Kugapa and Dasiga,
JRH 3530,Oreophryne (Genus of Microhylidae),6191,alcoholic,"installed, Dec 2004","Approx. 2 mi. N. of Dasiga, New Guinea = JRH catalog.","Dasiga, ca. 2 mi. N {Indonesia: Papua [= Irian Jaya]: Paniai Div. [?]: Dasiga, ca. 2 mi. N.}",,Papua [= Irian Jaya],E J Brody,15 Apr 1959,", Dasiga, ca. 2 mi. N",Paniai Div. [?],Indonesia,Papua [= Irian Jaya],Paniai Div. [?],"Dasiga, ca. 2 mi. N",NA,NA,"Dasiga, ca. 2 mi. N",
AA 9321,Oreophryne (Genus of Microhylidae),9541,alcoholic,"installed, Oct 2001","vic. Aseki, +/- 1200 m, Morobe Province, Papua New Guinea.",Aseki {Papua New Guinea: Morobe Prov.: Aseki    :    1200 m    :    7.3515247ºS  146.19238725ºE.},,Morobe Prov.,A Allison,02 Apr 1982,"-7.3515247, 146.19238725",1200 m,Papua New Guinea,Morobe Prov.,Aseki    ,Aseki,-7.3515247,146.1923873,7.3515247ºS 146.19238725ºE,
"AE, Jr. 863",Oreophryne (Genus of Microhylidae),10991,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 2.5 km. W Agaun, Yaiton River, 9.880° S 149.363° E, 1300 +/-  m. = from Old Herpetology Card Catalogue",,,,local collector,07 Mar 1985,", ",,,,,,-9.88,149.363,,
"AE, Jr. 977",Oreophryne (Genus of Microhylidae),11012,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 978",Oreophryne (Genus of Microhylidae),11013,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 979",Oreophryne (Genus of Microhylidae),11014,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 980",Oreophryne (Genus of Microhylidae),11015,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 981",Oreophryne (Genus of Microhylidae),11016,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 982",Oreophryne (Genus of Microhylidae),11017,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 983",Oreophryne (Genus of Microhylidae),11018,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 984",Oreophryne (Genus of Microhylidae),11019,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 985",Oreophryne (Genus of Microhylidae),11020,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 986",Oreophryne (Genus of Microhylidae),11021,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 987",Oreophryne (Genus of Microhylidae),11022,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
"AE, Jr. 995",Oreophryne (Genus of Microhylidae),11029,alcoholic,,"Papua New Guinea: Milne Bay Prov., 5.5 km. N 3.8 km. W Agaun, Iana River,, 9.876° S 149.352° E, 1500 +/- m. = from Old Herpetology Card Catalogue",,,,local collector,13 Mar 1985,", ",,,,,,-9.876,149.352,,
,Oreophryne (Genus of Microhylidae),11057,alcoholic,,"Papua New Guinea: Milne Bay Prov., vic. Agaun, ca. 9.93° S 149.38° E, [alt.?] = from Old Herpetology Card Catalogue",,,,local collector or A Engilis Jr.,27 Feb 1985,", ",,,,,,-9.93,149.352,,
AA 11948,Oreophryne (Genus of Microhylidae),14512,alcoholic,"installed, Jun 2002","Summit Menawa, +/- 1920 m = Allison catalog.  10.5 km N, 15.7 km E of Utai, 3.295S  141.723E  = from bird & mammal locals master list for Bewani Exp. compiled by A Engilis, Jr.","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai {Papua New Guinea: West Sepik Prov.: Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    :    1920 m    :    3.295ºS  141.723ºE.}",,West Sepik Prov.,A Allison,19 Oct 1986,"-3.295, 141.723",1920 m,Papua New Guinea,West Sepik Prov.,"Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    ","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai",-3.295,141.723,3.295ºS 141.723ºE,
AA 11955,Oreophryne (Genus of Microhylidae),14513,alcoholic,"installed, Jun 2002","Summit Menawa, 1920 m = Allison catalog.  10.5 km N, 15.7 km E of Utai, 3.295S  141.723E  = from bird & mammal locals master list for Bewani Exp. compiled by A Engilis, Jr.","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai {Papua New Guinea: West Sepik Prov.: Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    :    1920 m    :    3.295ºS  141.723ºE.}",,West Sepik Prov.,A Allison,19 Oct 1986,"-3.295, 141.723",1920 m,Papua New Guinea,West Sepik Prov.,"Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    ","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai",-3.295,141.723,3.295ºS 141.723ºE,
AA 11945,Oreophryne (Genus of Microhylidae),14514,alcoholic,"installed, Jun 2002","Summit Menawa, +/- 1920 m = Allison catalog.  10.5 km N, 15.7 km E of Utai, 3.295S  141.723E  = from bird & mammal locals master list for Bewani Exp. compiled by A Engilis, Jr.","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai {Papua New Guinea: West Sepik Prov.: Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    :    1920 m    :    3.295ºS  141.723ºE.}",,West Sepik Prov.,A Allison,19 Oct 1986,"-3.295, 141.723",1920 m,Papua New Guinea,West Sepik Prov.,"Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    ","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai",-3.295,141.723,3.295ºS 141.723ºE,
AA 11954,Oreophryne (Genus of Microhylidae),14515,alcoholic,"installed, Jun 2002","Summit Menawa, 1920 m = Allison catalog.  10.5 km N, 15.7 km E of Utai, 3.295S  141.723E  = from bird & mammal locals master list for Bewani Exp. compiled by A Engilis, Jr.","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai {Papua New Guinea: West Sepik Prov.: Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    :    1920 m    :    3.295ºS  141.723ºE.}",,West Sepik Prov.,A Allison,19 Oct 1986,"-3.295, 141.723",1920 m,Papua New Guinea,West Sepik Prov.,"Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    ","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai",-3.295,141.723,3.295ºS 141.723ºE,
AA 11946,Oreophryne (Genus of Microhylidae),14516,alcoholic,"installed, Jun 2002","Summit Menawa, +/- 1920 m = Allison catalog.  10.5 km N, 15.7 km E of Utai, 3.295S  141.723E  = from bird & mammal locals master list for Bewani Exp. compiled by A Engilis, Jr.","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai {Papua New Guinea: West Sepik Prov.: Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    :    1920 m    :    3.295ºS  141.723ºE.}",,West Sepik Prov.,A Allison,19 Oct 1986,"-3.295, 141.723",1920 m,Papua New Guinea,West Sepik Prov.,"Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    ","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai",-3.295,141.723,3.295ºS 141.723ºE,
AA 11956,Oreophryne (Genus of Microhylidae),14517,alcoholic,"installed, Jun 2002","Summit Menawa, 1920 m = Allison catalog.  10.5 km N, 15.7 km E of Utai, 3.295S  141.723E  = from bird & mammal locals master list for Bewani Exp. compiled by A Engilis, Jr.","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai {Papua New Guinea: West Sepik Prov.: Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    :    1920 m    :    3.295ºS  141.723ºE.}",,West Sepik Prov.,A Allison,19 Oct 1986,"-3.295, 141.723",1920 m,Papua New Guinea,West Sepik Prov.,"Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    ","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai",-3.295,141.723,3.295ºS 141.723ºE,
AA 11947,Oreophryne (Genus of Microhylidae),14518,alcoholic,"installed, Jun 2002","Summit Menawa, +/- 1920 m = Allison catalog.  10.5 km N, 15.7 km E of Utai, 3.295S  141.723E  = from bird & mammal locals master list for Bewani Exp. compiled by A Engilis, Jr.","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai {Papua New Guinea: West Sepik Prov.: Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    :    1920 m    :    3.295ºS  141.723ºE.}",,West Sepik Prov.,A Allison,19 Oct 1986,"-3.295, 141.723",1920 m,Papua New Guinea,West Sepik Prov.,"Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    ","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai",-3.295,141.723,3.295ºS 141.723ºE,
AA 11983,Oreophryne (Genus of Microhylidae),14519,alcoholic,"installed, Jun 2002","Summit Mt. Menawa, ca. 1920 m = Allison catalog.  10.5 km N, 15.7 km E of Utai, 3.295S  141.723E  = from bird & mammal locals master list for Bewani Exp. compiled by A Engilis, Jr.","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai {Papua New Guinea: West Sepik Prov.: Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    :    1920 m    :    3.295ºS  141.723ºE.}",,West Sepik Prov.,A Allison,20 Oct 1986,"-3.295, 141.723",1920 m,Papua New Guinea,West Sepik Prov.,"Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai    ","Mt. Menawa (summit), 10.5 km N, 15.7 km E of Utai",-3.295,141.723,3.295ºS 141.723ºE,
